"state","year","quarter","district","registered_user","app_open"
"delhi",2020,3,"outh ","651616","13811149"
"delhi",2020,3,"entral ","888536","17811726"
"delhi",2020,3,"new delhi ","912051","19755770"
"delhi",2020,3,"west ","1343895","27128183"
"delhi",2020,3,"outh west ","739034","16937109"
"delhi",2020,3,"outh east delhi ","1088989","23898063"
"delhi",2020,3,"hahdara ","543831","10118652"
"delhi",2020,3,"north east ","479924","10076533"
"delhi",2020,3,"east ","685955","15039504"
"delhi",2020,3,"north west ","946954","19440720"
"delhi",2020,3,"north ","763389","16007620"
"delhi",2020,4,"outh ","699303","17854518"
"delhi",2020,4,"entral ","962750","25639012"
"delhi",2020,4,"new delhi ","971715","26150844"
"delhi",2020,4,"west ","1451042","34210894"
"delhi",2020,4,"outh west ","792331","20471250"
"delhi",2020,4,"outh east delhi ","1174221","31579571"
"delhi",2020,4,"hahdara ","591192","12836928"
"delhi",2020,4,"north east ","525117","12410314"
"delhi",2020,4,"east ","734091","19059130"
"delhi",2020,4,"north west ","1019187","23345284"
"delhi",2020,4,"north ","827019","19876007"
"delhi",2021,1,"outh ","749173","20969765"
"delhi",2021,1,"entral ","1035060","31035635"
"delhi",2021,1,"new delhi ","1039016","31041137"
"delhi",2021,1,"west ","1559112","38915888"
"delhi",2021,1,"outh west ","849223","22664421"
"delhi",2021,1,"outh east delhi ","1260645","37073920"
"delhi",2021,1,"hahdara ","636908","14514305"
"delhi",2021,1,"north east ","567107","13760602"
"delhi",2021,1,"east ","786308","21924687"
"delhi",2021,1,"north west ","1094464","26122744"
"delhi",2021,1,"north ","890194","23178496"
"delhi",2021,2,"outh ","799590","12452858"
"delhi",2021,2,"entral ","1105640","16081193"
"delhi",2021,2,"new delhi ","1108471","16849531"
"delhi",2021,2,"west ","1666267","23164797"
"delhi",2021,2,"outh west ","906878","14495551"
"delhi",2021,2,"outh east delhi ","1346063","20866055"
"delhi",2021,2,"hahdara ","681073","8634338"
"delhi",2021,2,"north east ","607021","9159772"
"delhi",2021,2,"east ","839185","12706259"
"delhi",2021,2,"north west ","1170137","16390828"
"delhi",2021,2,"north ","952374","14196592"
"delhi",2021,3,"outh ","855177","16742627"
"delhi",2021,3,"entral ","1184217","24898251"
"delhi",2021,3,"new delhi ","1185588","24104453"
"delhi",2021,3,"west ","1785309","31060472"
"delhi",2021,3,"outh west ","971552","18051807"
"delhi",2021,3,"outh east delhi ","1441462","29182451"
"delhi",2021,3,"hahdara ","730209","11815518"
"delhi",2021,3,"north east ","651695","11448245"
"delhi",2021,3,"east ","898137","16541558"
"delhi",2021,3,"north west ","1254464","21044731"
"delhi",2021,3,"north ","1022251","18954263"
"delhi",2021,4,"outh ","911399","25318053"
"delhi",2021,4,"entral ","1263911","39285773"
"delhi",2021,4,"new delhi ","1263818","40877291"
"delhi",2021,4,"west ","1905278","45912758"
"delhi",2021,4,"outh west ","1036466","26351151"
"delhi",2021,4,"outh east delhi ","1537814","45953793"
"delhi",2021,4,"hahdara ","779798","18226720"
"delhi",2021,4,"north east ","696743","18668707"
"delhi",2021,4,"east ","957392","23373406"
"delhi",2021,4,"north west ","1339480","32390512"
"delhi",2021,4,"north ","1093028","29311189"
"delhi",2022,1,"outh ","963775","4684890"
"delhi",2022,1,"entral ","1338465","6409314"
"delhi",2022,1,"new delhi ","1336911","6165616"
"delhi",2022,1,"west ","2017435","8118532"
"delhi",2022,1,"outh west ","1097016","4590648"
"delhi",2022,1,"outh east delhi ","1628157","7357594"
"delhi",2022,1,"hahdara ","826148","2924454"
"delhi",2022,1,"north east ","739301","3042375"
"delhi",2022,1,"east ","1013024","3852805"
"delhi",2022,1,"north west ","1419688","5396333"
"delhi",2022,1,"north ","1159277","4981592"
"delhi",2022,2,"outh ","1013938","4587356"
"delhi",2022,2,"entral ","1409776","5948542"
"delhi",2022,2,"new delhi ","1406687","5625084"
"delhi",2022,2,"west ","2124626","7350241"
"delhi",2022,2,"outh west ","1155288","4151379"
"delhi",2022,2,"outh east delhi ","1714507","6702101"
"delhi",2022,2,"hahdara ","870461","2605709"
"delhi",2022,2,"north east ","779621","2614033"
"delhi",2022,2,"east ","1066632","3524812"
"delhi",2022,2,"north west ","1496002","4758442"
"delhi",2022,2,"north ","1222605","4685381"
"delhi",2022,3,"outh ","1065631","4638847"
"delhi",2022,3,"entral ","1483786","5742476"
"delhi",2022,3,"new delhi ","1479669","5253294"
"delhi",2022,3,"west ","2235907","6992655"
"delhi",2022,3,"outh west ","1215697","3934907"
"delhi",2022,3,"outh east delhi ","1804123","6340232"
"delhi",2022,3,"hahdara ","917096","2440841"
"delhi",2022,3,"north east ","822038","2460332"
"delhi",2022,3,"east ","1121596","3393992"
"delhi",2022,3,"north west ","1575473","4399466"
"delhi",2022,3,"north ","1288507","4322456"
"delhi",2022,4,"outh ","1117981","30173803"
"delhi",2022,4,"entral ","1558400","47227767"
"delhi",2022,4,"new delhi ","1552874","49393657"
"delhi",2022,4,"west ","2348063","52947462"
"delhi",2022,4,"outh west ","1275864","29437122"
"delhi",2022,4,"outh east delhi ","1894776","53203998"
"delhi",2022,4,"hahdara ","963656","21436265"
"delhi",2022,4,"north east ","864990","20440755"
"delhi",2022,4,"east ","1177294","25719895"
"delhi",2022,4,"north west ","1655730","36305502"
"delhi",2022,4,"north ","1354521","35578523"
"delhi",2023,1,"outh ","1167338","4668358"
"delhi",2023,1,"entral ","1629248","6215071"
"delhi",2023,1,"new delhi ","1622600","5117085"
"delhi",2023,1,"west ","2453869","7209475"
"delhi",2023,1,"outh west ","1333347","3788785"
"delhi",2023,1,"outh east delhi ","1980915","6467886"
"delhi",2023,1,"hahdara ","1007880","2584431"
"delhi",2023,1,"north east ","906036","2613986"
"delhi",2023,1,"east ","1230290","3461144"
"delhi",2023,1,"north west ","1731494","4475947"
"delhi",2023,1,"north ","1416994","4447621"
"delhi",2023,2,"outh ","1209741","4722227"
"delhi",2023,2,"entral ","1690547","6131587"
"delhi",2023,2,"new delhi ","1682305","5181082"
"delhi",2023,2,"west ","2546575","7256938"
"delhi",2023,2,"outh west ","1383364","3822184"
"delhi",2023,2,"outh east delhi ","2055408","6504770"
"delhi",2023,2,"hahdara ","1046614","2559895"
"delhi",2023,2,"north east ","942089","2658909"
"delhi",2023,2,"east ","1275831","3522796"
"delhi",2023,2,"north west ","1798636","4612879"
"delhi",2023,2,"north ","1471979","4441772"
"goa",2018,1,"north goa ","57769","0"
"goa",2018,1,"outh goa ","34167","0"
"goa",2018,2,"north goa ","76192","0"
"goa",2018,2,"outh goa ","45982","0"
"goa",2018,3,"north goa ","95307","0"
"goa",2018,3,"outh goa ","58495","0"
"goa",2018,4,"north goa ","121001","0"
"goa",2018,4,"outh goa ","74349","0"
"goa",2019,1,"north goa ","147802","0"
"goa",2019,1,"outh goa ","90350","0"
"goa",2019,2,"north goa ","173002","835794"
"goa",2019,2,"outh goa ","105938","516438"
"goa",2019,3,"north goa ","197361","2920579"
"goa",2019,3,"outh goa ","119833","1833313"
"goa",2019,4,"north goa ","220385","4020633"
"goa",2019,4,"outh goa ","133161","2269910"
"goa",2020,1,"north goa ","244309","4665113"
"goa",2020,1,"outh goa ","147591","2482120"
"goa",2020,2,"north goa ","267533","3107692"
"goa",2020,2,"outh goa ","163106","2202434"
"goa",2020,4,"north goa ","326479","6920554"
"goa",2020,4,"outh goa ","201105","4070564"
"goa",2021,1,"north goa ","352593","10384042"
"goa",2021,1,"outh goa ","217442","5083630"
"goa",2021,2,"north goa ","376703","6869935"
"goa",2021,2,"outh goa ","232403","5840426"
"goa",2021,3,"north goa ","403952","8991751"
"goa",2021,3,"outh goa ","249506","7583360"
"goa",2021,4,"north goa ","430814","18057835"
"goa",2021,4,"outh goa ","266364","10230419"
"goa",2022,1,"north goa ","456250","9699093"
"goa",2022,1,"outh goa ","282378","8979705"
"goa",2022,2,"north goa ","480353","9824694"
"goa",2022,2,"outh goa ","297426","9237463"
"goa",2022,3,"north goa ","504946","9634393"
"goa",2022,3,"outh goa ","312884","10078371"
"goa",2022,4,"north goa ","527826","26805263"
"goa",2022,4,"outh goa ","327376","16199949"
"goa",2023,1,"north goa ","550554","11867919"
"goa",2023,1,"outh goa ","341631","10962012"
"goa",2023,2,"north goa ","571111","9966416"
"goa",2023,2,"outh goa ","354909","10253228"
"gujarat",2018,1,"anand ","68052","0"
"gujarat",2018,1,"jamnagar ","52416","0"
"gujarat",2018,1,"evbhumi dwarka ","15809","0"
"gujarat",2018,1,"ajkot ","133017","0"
"gujarat",2018,1,"aravallis ","21932","0"
"gujarat",2018,1,"hhotaudepur ","6581","0"
"gujarat",2018,1,"botad ","23738","0"
"gujarat",2018,1,"bharuch ","101575","0"
"gujarat",2018,1,"bhavnagar ","87683","0"
"gujarat",2018,1,"junagadh ","35171","0"
"gujarat",2018,1,"mahesana ","97004","0"
"gujarat",2018,1,"he dangs ","2285","0"
"gujarat",2018,1,"kheda ","43776","0"
"gujarat",2018,1,"urat ","489852","0"
"gujarat",2018,1,"porbandar ","12401","0"
"gujarat",2018,1,"gandhinagar ","118201","0"
"gujarat",2018,1,"panch mahals ","32263","0"
"gujarat",2018,1,"narmada ","6464","0"
"gujarat",2018,1,"gir somnath ","28292","0"
"gujarat",2018,1,"valsad ","80138","0"
"gujarat",2018,1,"mahisagar ","11048","0"
"gujarat",2018,1,"abar kantha ","45018","0"
"gujarat",2018,1,"api ","14231","0"
"gujarat",2018,1,"vadodara ","205722","0"
"gujarat",2018,1,"banas kantha ","93506","0"
"gujarat",2018,1,"amreli ","31443","0"
"gujarat",2018,1,"ahmadabad ","572811","0"
"gujarat",2018,1,"ohad ","16212","0"
"gujarat",2018,1,"navsari ","35437","0"
"gujarat",2018,1,"patan ","41580","0"
"gujarat",2018,1,"kachchh ","97838","0"
"gujarat",2018,1,"urendranagar ","38223","0"
"gujarat",2018,1,"morbi ","30329","0"
"gujarat",2018,2,"anand ","90911","0"
"gujarat",2018,2,"jamnagar ","68512","0"
"gujarat",2018,2,"evbhumi dwarka ","20804","0"
"gujarat",2018,2,"ajkot ","174778","0"
"gujarat",2018,2,"aravallis ","29047","0"
"gujarat",2018,2,"hhotaudepur ","9053","0"
"gujarat",2018,2,"botad ","32883","0"
"gujarat",2018,2,"bharuch ","134500","0"
"gujarat",2018,2,"bhavnagar ","115812","0"
"gujarat",2018,2,"junagadh ","46665","0"
"gujarat",2018,2,"mahesana ","127614","0"
"gujarat",2018,2,"he dangs ","3047","0"
"gujarat",2018,2,"kheda ","60097","0"
"gujarat",2018,2,"urat ","652372","0"
"gujarat",2018,2,"porbandar ","16137","0"
"gujarat",2018,2,"gandhinagar ","155539","0"
"gujarat",2018,2,"panch mahals ","42575","0"
"gujarat",2018,2,"narmada ","8940","0"
"gujarat",2018,2,"gir somnath ","37769","0"
"gujarat",2018,2,"valsad ","107556","0"
"gujarat",2018,2,"mahisagar ","15010","0"
"gujarat",2018,2,"abar kantha ","59955","0"
"gujarat",2018,2,"api ","19255","0"
"gujarat",2018,2,"vadodara ","271730","0"
"gujarat",2018,2,"banas kantha ","125849","0"
"gujarat",2018,2,"amreli ","42021","0"
"gujarat",2018,2,"ahmadabad ","751746","0"
"gujarat",2018,2,"ohad ","21983","0"
"gujarat",2018,2,"navsari ","47911","0"
"gujarat",2018,2,"patan ","55482","0"
"gujarat",2018,2,"kachchh ","128064","0"
"gujarat",2018,2,"urendranagar ","51527","0"
"gujarat",2018,2,"morbi ","40681","0"
"gujarat",2018,3,"anand ","116188","0"
"gujarat",2018,3,"jamnagar ","84886","0"
"gujarat",2018,3,"evbhumi dwarka ","26394","0"
"gujarat",2018,3,"ajkot ","215459","0"
"gujarat",2018,3,"aravallis ","37199","0"
"gujarat",2018,3,"hhotaudepur ","12302","0"
"gujarat",2018,3,"botad ","40559","0"
"gujarat",2018,3,"bharuch ","169322","0"
"gujarat",2018,3,"bhavnagar ","141243","0"
"gujarat",2018,3,"junagadh ","57716","0"
"gujarat",2018,3,"mahesana ","157274","0"
"gujarat",2018,3,"he dangs ","4052","0"
"gujarat",2018,3,"kheda ","80213","0"
"gujarat",2018,3,"urat ","808005","0"
"gujarat",2018,3,"porbandar ","19921","0"
"gujarat",2018,3,"gandhinagar ","190882","0"
"gujarat",2018,3,"panch mahals ","53825","0"
"gujarat",2018,3,"narmada ","11957","0"
"gujarat",2018,3,"gir somnath ","47541","0"
"gujarat",2018,3,"valsad ","136470","0"
"gujarat",2018,3,"mahisagar ","19564","0"
"gujarat",2018,3,"abar kantha ","74642","0"
"gujarat",2018,3,"api ","25095","0"
"gujarat",2018,3,"vadodara ","335125","0"
"gujarat",2018,3,"banas kantha ","159591","0"
"gujarat",2018,3,"amreli ","53845","0"
"gujarat",2018,3,"ahmadabad ","919252","0"
"gujarat",2018,3,"ohad ","28857","0"
"gujarat",2018,3,"navsari ","60676","0"
"gujarat",2018,3,"patan ","68979","0"
"gujarat",2018,3,"kachchh ","158762","0"
"gujarat",2018,3,"urendranagar ","65325","0"
"gujarat",2018,3,"morbi ","52062","0"
"gujarat",2018,4,"anand ","146258","0"
"gujarat",2018,4,"jamnagar ","103876","0"
"gujarat",2018,4,"evbhumi dwarka ","32660","0"
"gujarat",2018,4,"ajkot ","260602","0"
"gujarat",2018,4,"aravallis ","46665","0"
"gujarat",2018,4,"hhotaudepur ","16321","0"
"gujarat",2018,4,"botad ","49066","0"
"gujarat",2018,4,"bharuch ","211843","0"
"gujarat",2018,4,"bhavnagar ","173699","0"
"gujarat",2018,4,"junagadh ","70174","0"
"gujarat",2018,4,"mahesana ","192493","0"
"gujarat",2018,4,"he dangs ","5165","0"
"gujarat",2018,4,"kheda ","103292","0"
"gujarat",2018,4,"urat ","998807","0"
"gujarat",2018,4,"porbandar ","24373","0"
"gujarat",2018,4,"gandhinagar ","242368","0"
"gujarat",2018,4,"panch mahals ","68139","0"
"gujarat",2018,4,"narmada ","15550","0"
"gujarat",2018,4,"gir somnath ","58991","0"
"gujarat",2018,4,"valsad ","172711","0"
"gujarat",2018,4,"mahisagar ","25483","0"
"gujarat",2018,4,"abar kantha ","91898","0"
"gujarat",2018,4,"api ","31929","0"
"gujarat",2018,4,"vadodara ","421895","0"
"gujarat",2018,4,"banas kantha ","197774","0"
"gujarat",2018,4,"amreli ","67020","0"
"gujarat",2018,4,"ahmadabad ","1212636","0"
"gujarat",2018,4,"ohad ","36773","0"
"gujarat",2018,4,"navsari ","75930","0"
"gujarat",2018,4,"patan ","84408","0"
"gujarat",2018,4,"kachchh ","195295","0"
"gujarat",2018,4,"urendranagar ","80167","0"
"gujarat",2018,4,"morbi ","64779","0"
"gujarat",2019,1,"anand ","175515","0"
"gujarat",2019,1,"jamnagar ","121494","0"
"gujarat",2019,1,"evbhumi dwarka ","38898","0"
"gujarat",2019,1,"ajkot ","304415","0"
"gujarat",2019,1,"aravallis ","56005","0"
"gujarat",2019,1,"hhotaudepur ","20287","0"
"gujarat",2019,1,"botad ","58126","0"
"gujarat",2019,1,"bharuch ","252826","0"
"gujarat",2019,1,"bhavnagar ","203617","0"
"gujarat",2019,1,"junagadh ","82263","0"
"gujarat",2019,1,"mahesana ","230403","0"
"gujarat",2019,1,"he dangs ","6307","0"
"gujarat",2019,1,"kheda ","124598","0"
"gujarat",2019,1,"urat ","1180819","0"
"gujarat",2019,1,"porbandar ","28860","0"
"gujarat",2019,1,"gandhinagar ","291858","0"
"gujarat",2019,1,"panch mahals ","81863","0"
"gujarat",2019,1,"narmada ","19105","0"
"gujarat",2019,1,"gir somnath ","69872","0"
"gujarat",2019,1,"valsad ","209477","0"
"gujarat",2019,1,"mahisagar ","31147","0"
"gujarat",2019,1,"abar kantha ","109651","0"
"gujarat",2019,1,"api ","39195","0"
"gujarat",2019,1,"vadodara ","502520","0"
"gujarat",2019,1,"banas kantha ","239613","0"
"gujarat",2019,1,"amreli ","79690","0"
"gujarat",2019,1,"ahmadabad ","1450100","0"
"gujarat",2019,1,"ohad ","45141","0"
"gujarat",2019,1,"navsari ","91812","0"
"gujarat",2019,1,"patan ","101323","0"
"gujarat",2019,1,"kachchh ","231871","0"
"gujarat",2019,1,"urendranagar ","95904","0"
"gujarat",2019,1,"morbi ","77961","0"
"gujarat",2019,2,"anand ","200007","829604"
"gujarat",2019,2,"jamnagar ","138108","548729"
"gujarat",2019,2,"evbhumi dwarka ","44975","154760"
"gujarat",2019,2,"ajkot ","345178","1070493"
"gujarat",2019,2,"aravallis ","64792","271675"
"gujarat",2019,2,"hhotaudepur ","23917","92854"
"gujarat",2019,2,"botad ","65918","257831"
"gujarat",2019,2,"bharuch ","284296","1318343"
"gujarat",2019,2,"bhavnagar ","230394","860365"
"gujarat",2019,2,"junagadh ","94221","271227"
"gujarat",2019,2,"mahesana ","259949","1242721"
"gujarat",2019,2,"he dangs ","7532","37591"
"gujarat",2019,2,"kheda ","144091","600534"
"gujarat",2019,2,"urat ","1338584","5960403"
"gujarat",2019,2,"porbandar ","33374","100742"
"gujarat",2019,2,"gandhinagar ","333056","1907551"
"gujarat",2019,2,"panch mahals ","92621","385797"
"gujarat",2019,2,"narmada ","22503","101020"
"gujarat",2019,2,"gir somnath ","79786","253664"
"gujarat",2019,2,"valsad ","238764","1111437"
"gujarat",2019,2,"mahisagar ","36155","138423"
"gujarat",2019,2,"abar kantha ","123754","534999"
"gujarat",2019,2,"api ","45441","189646"
"gujarat",2019,2,"vadodara ","572031","2539174"
"gujarat",2019,2,"banas kantha ","271379","1204053"
"gujarat",2019,2,"amreli ","91819","339203"
"gujarat",2019,2,"ahmadabad ","1656341","9405838"
"gujarat",2019,2,"ohad ","52197","204285"
"gujarat",2019,2,"navsari ","106244","417352"
"gujarat",2019,2,"patan ","115299","552351"
"gujarat",2019,2,"kachchh ","261458","1230320"
"gujarat",2019,2,"urendranagar ","110431","409241"
"gujarat",2019,2,"morbi ","90030","348075"
"gujarat",2019,3,"anand ","226293","3576103"
"gujarat",2019,3,"jamnagar ","154042","1899038"
"gujarat",2019,3,"evbhumi dwarka ","49534","509421"
"gujarat",2019,3,"ajkot ","384852","3993364"
"gujarat",2019,3,"aravallis ","73003","1020958"
"gujarat",2019,3,"hhotaudepur ","27128","329896"
"gujarat",2019,3,"botad ","72181","991985"
"gujarat",2019,3,"bharuch ","315856","4792841"
"gujarat",2019,3,"bhavnagar ","255608","3293381"
"gujarat",2019,3,"junagadh ","104847","969001"
"gujarat",2019,3,"mahesana ","286652","4457337"
"gujarat",2019,3,"he dangs ","8306","116253"
"gujarat",2019,3,"kheda ","162956","2432770"
"gujarat",2019,3,"urat ","1481391","21408636"
"gujarat",2019,3,"porbandar ","36834","330737"
"gujarat",2019,3,"gandhinagar ","372464","7433206"
"gujarat",2019,3,"panch mahals ","102546","1338850"
"gujarat",2019,3,"narmada ","25267","363436"
"gujarat",2019,3,"gir somnath ","88366","860095"
"gujarat",2019,3,"valsad ","266134","3902867"
"gujarat",2019,3,"mahisagar ","40679","466958"
"gujarat",2019,3,"abar kantha ","138237","2021301"
"gujarat",2019,3,"api ","51028","646547"
"gujarat",2019,3,"vadodara ","637678","9548665"
"gujarat",2019,3,"banas kantha ","301373","4487309"
"gujarat",2019,3,"amreli ","101453","1176949"
"gujarat",2019,3,"ahmadabad ","1848860","35854721"
"gujarat",2019,3,"ohad ","59460","737968"
"gujarat",2019,3,"navsari ","118324","1417853"
"gujarat",2019,3,"patan ","128573","2225161"
"gujarat",2019,3,"kachchh ","285519","4167209"
"gujarat",2019,3,"urendranagar ","122518","1455000"
"gujarat",2019,3,"morbi ","101337","1215668"
"gujarat",2019,4,"anand ","252401","3905511"
"gujarat",2019,4,"jamnagar ","171337","2227178"
"gujarat",2019,4,"evbhumi dwarka ","55209","621177"
"gujarat",2019,4,"ajkot ","426178","4545689"
"gujarat",2019,4,"aravallis ","83136","1295090"
"gujarat",2019,4,"hhotaudepur ","31338","429297"
"gujarat",2019,4,"botad ","80499","1181335"
"gujarat",2019,4,"bharuch ","350619","5971371"
"gujarat",2019,4,"bhavnagar ","286520","4080547"
"gujarat",2019,4,"junagadh ","117357","1216157"
"gujarat",2019,4,"mahesana ","316985","5363608"
"gujarat",2019,4,"he dangs ","9594","151581"
"gujarat",2019,4,"kheda ","182669","2664051"
"gujarat",2019,4,"urat ","1624077","23613804"
"gujarat",2019,4,"porbandar ","40962","385502"
"gujarat",2019,4,"gandhinagar ","408526","8201437"
"gujarat",2019,4,"panch mahals ","115707","1726942"
"gujarat",2019,4,"narmada ","28910","492480"
"gujarat",2019,4,"gir somnath ","98982","1160727"
"gujarat",2019,4,"valsad ","296977","4849239"
"gujarat",2019,4,"mahisagar ","47237","629528"
"gujarat",2019,4,"abar kantha ","155618","2589322"
"gujarat",2019,4,"api ","58115","863661"
"gujarat",2019,4,"vadodara ","700817","11292180"
"gujarat",2019,4,"banas kantha ","339582","5546860"
"gujarat",2019,4,"amreli ","114242","1576597"
"gujarat",2019,4,"ahmadabad ","2015947","37991904"
"gujarat",2019,4,"ohad ","69618","957179"
"gujarat",2019,4,"navsari ","131460","1723534"
"gujarat",2019,4,"patan ","144779","2497573"
"gujarat",2019,4,"kachchh ","314732","4871076"
"gujarat",2019,4,"urendranagar ","138218","1846653"
"gujarat",2019,4,"morbi ","115451","1504967"
"gujarat",2020,1,"anand ","277835","4127652"
"gujarat",2020,1,"jamnagar ","188224","2298804"
"gujarat",2020,1,"evbhumi dwarka ","61293","730723"
"gujarat",2020,1,"ajkot ","469636","5039899"
"gujarat",2020,1,"aravallis ","94716","1602742"
"gujarat",2020,1,"hhotaudepur ","36116","529547"
"gujarat",2020,1,"botad ","88241","1198952"
"gujarat",2020,1,"bharuch ","384819","6765391"
"gujarat",2020,1,"bhavnagar ","315412","4262838"
"gujarat",2020,1,"junagadh ","130231","1358193"
"gujarat",2020,1,"mahesana ","349897","6028256"
"gujarat",2020,1,"he dangs ","10877","181854"
"gujarat",2020,1,"kheda ","204548","3047323"
"gujarat",2020,1,"urat ","1772703","27362139"
"gujarat",2020,1,"porbandar ","45383","444447"
"gujarat",2020,1,"gandhinagar ","445290","8879457"
"gujarat",2020,1,"panch mahals ","129831","1963840"
"gujarat",2020,1,"narmada ","33074","595463"
"gujarat",2020,1,"gir somnath ","110211","1337958"
"gujarat",2020,1,"valsad ","330053","5604622"
"gujarat",2020,1,"mahisagar ","54880","782289"
"gujarat",2020,1,"abar kantha ","174426","3030789"
"gujarat",2020,1,"api ","65634","1036092"
"gujarat",2020,1,"vadodara ","763969","12483845"
"gujarat",2020,1,"banas kantha ","386212","7051669"
"gujarat",2020,1,"amreli ","126423","1611436"
"gujarat",2020,1,"ahmadabad ","2185983","40521157"
"gujarat",2020,1,"ohad ","81529","1236284"
"gujarat",2020,1,"navsari ","146018","1993140"
"gujarat",2020,1,"patan ","164027","2890050"
"gujarat",2020,1,"kachchh ","347270","5714637"
"gujarat",2020,1,"urendranagar ","154610","2101503"
"gujarat",2020,1,"morbi ","130472","1792131"
"gujarat",2020,2,"anand ","307408","3806180"
"gujarat",2020,2,"jamnagar ","208647","2264637"
"gujarat",2020,2,"evbhumi dwarka ","69591","833260"
"gujarat",2020,2,"ajkot ","522650","4850731"
"gujarat",2020,2,"aravallis ","109491","2026596"
"gujarat",2020,2,"hhotaudepur ","43696","767414"
"gujarat",2020,2,"botad ","100129","1724159"
"gujarat",2020,2,"bharuch ","423017","6655417"
"gujarat",2020,2,"bhavnagar ","354301","5050744"
"gujarat",2020,2,"junagadh ","147012","1678274"
"gujarat",2020,2,"mahesana ","389562","6476731"
"gujarat",2020,2,"he dangs ","12754","242151"
"gujarat",2020,2,"kheda ","232123","3424229"
"gujarat",2020,2,"urat ","1935894","21659619"
"gujarat",2020,2,"porbandar ","50733","518063"
"gujarat",2020,2,"gandhinagar ","488351","7343038"
"gujarat",2020,2,"panch mahals ","148675","2136842"
"gujarat",2020,2,"narmada ","39531","762775"
"gujarat",2020,2,"gir somnath ","125777","1902233"
"gujarat",2020,2,"valsad ","372771","5991227"
"gujarat",2020,2,"mahisagar ","64428","1138847"
"gujarat",2020,2,"abar kantha ","196035","3368537"
"gujarat",2020,2,"api ","76018","1298227"
"gujarat",2020,2,"vadodara ","830759","10076172"
"gujarat",2020,2,"banas kantha ","446603","8305317"
"gujarat",2020,2,"amreli ","145486","2447389"
"gujarat",2020,2,"ahmadabad ","2384154","31306891"
"gujarat",2020,2,"ohad ","102250","1808011"
"gujarat",2020,2,"navsari ","166398","2282454"
"gujarat",2020,2,"patan ","185703","3289294"
"gujarat",2020,2,"kachchh ","385480","5599740"
"gujarat",2020,2,"urendranagar ","176758","2588128"
"gujarat",2020,2,"morbi ","150472","1641032"
"gujarat",2020,3,"anand ","336799","4331672"
"gujarat",2020,3,"jamnagar ","227798","2485735"
"gujarat",2020,3,"evbhumi dwarka ","76991","860629"
"gujarat",2020,3,"ajkot ","573062","5528685"
"gujarat",2020,3,"aravallis ","122687","2133497"
"gujarat",2020,3,"hhotaudepur ","49929","741433"
"gujarat",2020,3,"botad ","109438","1607234"
"gujarat",2020,3,"bharuch ","462292","8024617"
"gujarat",2020,3,"bhavnagar ","387781","5290196"
"gujarat",2020,3,"junagadh ","163177","1718468"
"gujarat",2020,3,"mahesana ","427950","7432916"
"gujarat",2020,3,"he dangs ","14501","254123"
"gujarat",2020,3,"kheda ","256968","3629599"
"gujarat",2020,3,"urat ","2092712","23450291"
"gujarat",2020,3,"porbandar ","56130","556557"
"gujarat",2020,3,"gandhinagar ","529771","9721563"
"gujarat",2020,3,"panch mahals ","165251","2379253"
"gujarat",2020,3,"narmada ","44654","787689"
"gujarat",2020,3,"gir somnath ","139141","1786233"
"gujarat",2020,3,"valsad ","410740","6542204"
"gujarat",2020,3,"mahisagar ","73191","1039369"
"gujarat",2020,3,"abar kantha ","218309","4022650"
"gujarat",2020,3,"api ","84921","1370436"
"gujarat",2020,3,"vadodara ","901492","13501217"
"gujarat",2020,3,"banas kantha ","501471","9413818"
"gujarat",2020,3,"amreli ","161288","2326604"
"gujarat",2020,3,"ahmadabad ","2580178","43984650"
"gujarat",2020,3,"ohad ","118431","1832118"
"gujarat",2020,3,"navsari ","183779","2416323"
"gujarat",2020,3,"patan ","206708","3658324"
"gujarat",2020,3,"kachchh ","423729","6675502"
"gujarat",2020,3,"urendranagar ","197594","2754011"
"gujarat",2020,3,"morbi ","168984","2144856"
"gujarat",2020,4,"anand ","367561","5362999"
"gujarat",2020,4,"jamnagar ","248187","2953949"
"gujarat",2020,4,"evbhumi dwarka ","84750","1018943"
"gujarat",2020,4,"ajkot ","627654","6696956"
"gujarat",2020,4,"aravallis ","135616","2560222"
"gujarat",2020,4,"hhotaudepur ","56282","902789"
"gujarat",2020,4,"botad ","117629","1521917"
"gujarat",2020,4,"bharuch ","508005","10786740"
"gujarat",2020,4,"bhavnagar ","419697","5661522"
"gujarat",2020,4,"junagadh ","178595","1940195"
"gujarat",2020,4,"mahesana ","464932","8801141"
"gujarat",2020,4,"he dangs ","16317","322911"
"gujarat",2020,4,"kheda ","282429","4361153"
"gujarat",2020,4,"urat ","2278232","34575532"
"gujarat",2020,4,"porbandar ","62166","676620"
"gujarat",2020,4,"gandhinagar ","572461","11718890"
"gujarat",2020,4,"panch mahals ","182696","2927538"
"gujarat",2020,4,"narmada ","50130","992643"
"gujarat",2020,4,"gir somnath ","152104","1987260"
"gujarat",2020,4,"valsad ","452628","8644503"
"gujarat",2020,4,"mahisagar ","81588","1232668"
"gujarat",2020,4,"abar kantha ","240357","4888877"
"gujarat",2020,4,"api ","94476","1765259"
"gujarat",2020,4,"vadodara ","980658","17540053"
"gujarat",2020,4,"banas kantha ","551645","10634353"
"gujarat",2020,4,"amreli ","176011","2282316"
"gujarat",2020,4,"ahmadabad ","2787991","54175819"
